Hotel_Name,Hotel_Address,text,lat,lng,emotion,cluster
Hotel Vondel Amsterdam,Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,No Positive  Probably one of the most noisy hotels I ve stayed in Constant banging from rooms very very badly insulated rooms and can hear every single person walking past the door Awkward room layout room not maintained well no soap or shower gels charged for an extra hour for checkout no complimentary water after 200 per night Jacuzzi in room not working bath didn t fill Won t be staying here again No value for money at all ,52.3625662,4.8779225,neutral,0
DoubleTree by Hilton Hotel London Tower of London,7 Pepys Street City of London London EC3N 4AF United Kingdom, Friendly efficient staff on reception Room clean and ready on arrival   Having to queue for 20 mins for breakfast is not acceptable Also replenishing food in the buffet was slow ,51.5108412,-0.0780581,neutral,0
Hotel du Vin Cannizaro House Wimbledon,Westside Wimbledon Common Wimbledon London SW19 4UE United Kingdom, Everything was perfect for us I travel with my three dogs around Britain and Europe The staff welcomed the dogs in every way which makes for a relaxing trip for me   Nothing ,51.4242413,-0.2293503,neutral,0
The Square Milano Duomo,Via Albricci 2 4 Milan City Center 20122 Milan Italy, Location was perfect very central and about 5 min walk to the Duomo Sqaure Only stayed for 1 night so cant really say much   The rooms are a bit small but that was expected and I only stayed for 1 night so it didn t inconvenience me at all ,45.4608604,9.1890215,neutral,0
Glam Milano,Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy, Stayed twice in January in the same panoramic room with a wrap around small balcony The unobstructed view of the train station and surrounding was exceptional Room was modern new and very comfortable Great wifi The full buffet breakfast has many items to suit various tastes Best of all was their very helpful and professional staff especially Ms Ilaria who went out of her way to help me recover a treasured item I left at a nearby restaurant after I left Thanks to Glam for a lovely memorable time Expectations were truly exceeded   A few hotter items at breakfast and dinner would make it even more perfect ,45.4838504,9.2034067,neutral,0
Hilton Amsterdam,Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands, The location was excellent 15 mins walk to the museum quarter and probably another 20 mins right into Dam square with a lovely walk through the Vonderpark along some excellent shopping avenues Enough to do without hitting the centre and avoiding the tourist areas   liked everything about the place we are frequent visitors to Amsterdam and it is our hotel of choice ,52.351381,4.872723,neutral,0
Vienna Sporthotel,Baumgasse 83 03 Landstra e 1030 Vienna Austria, Concept The Many activities   Area of The City Old interior,48.191373,16.4082294,neutral,-1
Starhotels Echo,Viale Andrea Doria 4 Central Station 20124 Milan Italy, The breakfast the location The staff couldn t have been nicer so helpful   Room was pretty small we had trouble closing the bathroom door and turning off one of the lights ,45.4847398,9.2072916,neutral,0
Alma Barcelona GL,Mallorca 269 271 Eixample 08008 Barcelona Spain, The staff and the management were the highlight of the hotel One of the best services I have ever received from a 5 star hotel   The noise that s coming from the street that the hotel is located on ,41.3945074,2.1632659,neutral,1
Hotel Rathaus Wein Design,Lange Gasse 13 08 Josefstadt 1080 Vienna Austria, The whole experience was first class The little thoughtful touches were wonderful  Would have preferred a private bathroom at first but got used to it ,48.2075294,16.3525967,neutral,0
The Cranley Hotel,10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom, Bed was incredibly comfortable Staff were wonderful They serve champagne and canapes at 7pm Unfortunately we weren t around for that but they did have nibbles looked like Afternoon Tea goodies left out in the lobby during the day Yum   Was upgraded to the penthouse Nothing to dislike here ,51.4916378,-0.1832833,neutral,0
St James Court A Taj Hotel London,41 54 Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom, Clean quiet well kept good location   It took us 35 minutes to register for our three rooms The two attendants clearly had no idea what they were doing They would assign us a room and then change to another one We didn t receive what we reserved Instead of a room with a king they gave us one with a queen bed clearly a double Second room was for two teenagers two beds they only gave us a room with one bed ,51.4986732,-0.1376867,neutral,0
Hilton London Canary Wharf,South Quay Marsh Wall Tower Hamlets London E14 9SH United Kingdom, Lovely place  I liked it,51.5007324,-0.01655,joy,0
Holiday Inn London Wembley,Empire Way Wembley Brent London HA9 8DS United Kingdom, All I can say is the location   The staff could have had better English more training and provided better service Top prices for drinks in horrible plastic glasses too Dirty glasses and cutlery at breakfast too and no response to my complaint Manager and staff just walked away ,51.5590955,-0.284704,neutral,0
Le 7 Eiffel Hotel,17 bis rue Am lie 7th arr 75007 Paris France, Location comfort bed  Wifi,48.8585193,2.3077243,neutral,0
Hotel Da Vinci,Via Senigallia 6 20161 Milan Italy, The hotelbitself is great The breakfast was very good  A bit far away from the city but reachable through metro,45.5331372,9.1711019,neutral,0
Britannia International Hotel Canary Wharf,163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom, Comfortable and good views from rooms overlooking river Good hearty breakfast   No means of warming breakfast croissants Dirty windows Shabby external entrance and forecourt Turned away from Jennys Restaurant as too busy with coach parties Main bar closed or used for private function Cold in Jennys restaurant at breakfast times although efforts were made to heat it up with a portable gas blower Bathroom dated and shabby ,51.5019097,-0.0232208,neutral,0
Sunotel Club Central,Valencia 157 Eixample 08011 Barcelona Spain, Very good location main sightseeing points in 10 15 min walking distance Complimentary bikes Quality meets price  Soundproofing,41.38793,2.1568061,neutral,1
Club Quarters Hotel St Paul s,24 Ludgate Hill City of London London EC4M 7DR United Kingdom, Great location near St Paul s   If you wanted breakfast it was expensive but plenty of eating places on doorstep Marks and Spencer 1 minute away ,51.5139298,-0.101126,neutral,0
WestCord Fashion Hotel Amsterdam,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands, Everything was amazing  I loved everything,52.357655,4.844576,joy,-1
Holiday Inn London Regent s Park,Carburton Street Westminster Borough London W1W 5EE United Kingdom, Easy walking distance from the subway station surrounded by some good Italian restaurants Staff breakfast and accommodation was all held to a good standard  No Negative,51.5222472,-0.1426128,neutral,0
Hotel Kavalier,Linzer Stra e 165 14 Penzing 1140 Vienna Austria, Good breakfast  Very poor sound isolation A lot of noise in the room when the windows are to the road ,48.1940487,16.2971831,neutral,0
Leonardo Hotel Vienna,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria, The location was amazing and the breakfast had a nice variety Staff was very nice   Room was very small Couple of drunk hooligans arguing outside hotel around 10pm when I was coming back No fault of the hotel ,48.1945297,16.340327,neutral,0
Courthouse Hotel London,19 21 Gt Marlborough St Westminster Borough London W1F 7HL United Kingdom, Big bed Silent room  Tables in the breakfast room were not stable ,51.5143624,-0.1394483,neutral,0
The Tower A Guoman Hotel,St Katherines Way Tower Hamlets London E1W 1LD United Kingdom, location is great   Room was very dated wall paper ripped shower not hot air con noisy wardrobe splintered ,51.5064721,-0.0716893,neutral,0
Catalonia Born,Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain, The bed was big and really comfortable There was a good selection of food at breakfast The hotel was in an excellent location for our 4 night stay and was very well appointed   Breakfast hot food was luke warm and should have been included in the price paid Bathroom needed updating ,41.3896916,2.1798661,neutral,1
Hallmark Hotel London Chigwell Prince Regent,Manor Road London IG8 8AE United Kingdom, very bad training for staff  we didn t check out but all of our staff on the roon has been put in the bin,51.6068054,0.0590416,neutral,0
DoubleTree by Hilton Hotel London Tower of London,7 Pepys Street City of London London EC3N 4AF United Kingdom, Pillows were very nice  no comfy seat tea coffee facilities poor as well as refill Water leak by the ground floor lifts twice,51.5108412,-0.0780581,neutral,0
Hotel Saint Petersbourg Opera,35 Rue Caumartin 9th arr 75009 Paris France, The employee is very nice   wait for my room for more 3 hours,48.872174,2.328075,neutral,-1
Comfort Inn Suites Kings Cross St Pancras,31 33 Argyle Street Camden London WC1H 8EP United Kingdom, Superb location very friendly and helpful staff able to store our luggage when we arrived and left  No Negative,51.5289499,-0.1232979,neutral,0
Waldorf Madeleine,12 boulevard Malesherbes 8th arr 75008 Paris France, Good location  The staff can be more friendly,48.8715828,2.3224853,joy,0
Amp re,102 Avenue de Villiers 17th arr 75017 Paris France, Breakfast was excellent with gluten free options We felt welcomed and were not rushed in any way Very relaxing stay   The wifi did not work for the most part Either the signal was poor or there were too many devices online and we could not get an IP address ,48.8848583,2.2997023,neutral,0
Room Mate Aitana,IJdock 6 Amsterdam City Center 1013 MM Amsterdam Netherlands, The external design and great views of the water at night   The room was very stark and the large window made the sun very hot You need a bike if you re staying here as it s quite far to walk anywhere ,52.3846059,4.8941866,neutral,0
Ako Suites Hotel,Diputaci 195 Eixample 08011 Barcelona Spain, Little Kitchenette was great 24hrs shops located at the same street free cookies at the lobby Universita metro station is less than 5 minutes away  The view of our room wasn t great,41.3861153,2.1611899,neutral,-1
Intercontinental London The O2,1 Waterview Drive Greenwich London SE10 0TW United Kingdom, The man at reception that checked us in and out was so lovely and attentive made the trip extra special  Loved it all no dislikes,51.5024348,-0.0002497,neutral,0
Hilton London Metropole,225 Edgware Road Westminster Borough London W2 1JU United Kingdom, Realy we enjoyed and the place is very clain and the services of stuff was excellant  Nothing,51.5195688,-0.170521,neutral,0
Pullman Paris Tour Eiffel,18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France, Excellent view of Tour Eiffel Bed is really good  Unfreindly check in Insufficient signage and information for parking area,48.8555664,2.2926243,neutral,0
Hotel Michelangelo,Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy, Staff and cleanliness and proximity to station   Slightly dated ,45.4845143,9.2057532,neutral,0
Park Plaza London Waterloo,6 Hercules Road Lambeth London SE1 7DP United Kingdom, Great location close to the London eye but a quiet nights stay   Nothing ,51.4982412,-0.1134715,neutral,0
Park Grand Paddington Court,27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom, Great hotel with all the facillities and good freindly staff Perfect for that buisness trip or short break  No Negative,51.5135555,-0.180002,neutral,0
Club Quarters Hotel St Paul s,24 Ludgate Hill City of London London EC4M 7DR United Kingdom, Great location  No Negative,51.5139298,-0.101126,anger,0
Novotel London Greenwich,173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom, Staff were friendly and helpful clean modern rooms great location can t wait to come back again soon  No Negative,51.4778583,-0.0137463,neutral,0
Great St Helen Hotel,36 Great st Helens City of London London EC3A 6AP United Kingdom, Very good service great location No Negative,51.5149583,-0.0823869,joy,0
DoubleTree by Hilton Hotel London Tower of London,7 Pepys Street City of London London EC3N 4AF United Kingdom, Location  Price of drinks and parking ,51.5108412,-0.0780581,neutral,0
M by Montcalm Shoreditch London Tech City,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom, The bathroom was lonely  Food choices,51.5278465,-0.0889473,neutral,-1
NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands, Biggest bed ever very comfy  Bath room was little small,52.3630682,4.8794451,neutral,0
Grand Ferdinand Vienna Your Hotel In The City Center,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria, Location   Tollite ,48.2022415,16.3749336,neutral,-1
Hotel Mailberger Hof,Annagasse 7 01 Innere Stadt 1010 Vienna Austria, Excellent location lovely hotel  Parking is difficult and expensive,48.204183,16.3726664,joy,0
South Place Hotel,3 South Place City of London London EC2M 2AF United Kingdom, Everything was wonderful   Nothing t was all wonderful ,51.5189182,-0.0866009,joy,0
Starhotels Ritz,Via Spallanzani 40 Central Station 20129 Milan Italy, the staff was very friendly and accommodating location was great No Negative,45.4779041,9.2094965,neutral,0
Hotel Principe Di Savoia,Piazza Della Repubblica 17 Central Station 20124 Milan Italy, Class No Negative,45.479888,9.1962982,anger,-1
K K Hotel Maria Theresia,Kirchberggasse 6 07 Neubau 1070 Vienna Austria, Room was very quiet and comfortable Breakfast was awesome  No Negative,48.2031622,16.3561999,joy,0
The Levin Hotel,28 Basil Street Kensington and Chelsea London SW3 1AS United Kingdom, Cute room  No Negative,51.4998574,-0.161717,anger,0
Grange St Paul s Hotel,10 Godliman Street City of London London EC4V 5AJ United Kingdom, The hotel and facilities were great the breakfast however was horrendous for the 23 each it cost Bacon was white sausages hard very poor  As above,51.5127625,-0.0997157,neutral,0
Hotel de France Wien,Schottenring 3 01 Innere Stadt 1010 Vienna Austria, Breakfast choice amazing location as well  Internet connection,48.2146623,16.3627994,neutral,0
Eccleston Square Hotel,37 Eccleston Square Westminster Borough London SW1V 1PB United Kingdom, Great location Nice room with lots of gadgets Quaint hotel  No Negative,51.4911924,-0.1449474,neutral,0
The Montcalm At Brewery London City,52 Chiswell Street City of London London EC1Y 4SD United Kingdom, The staff was very friendly and the location was great for hopping the Tube or catching a show at the Barbican We got the breakfast included package and it was well worth it A nice selection of hot and cold breakfast items each morning was a definite plus   Our room card keys kept not working and we kept having to take them to the front desk to be reset We were told not to put them near a credit card or cell phone which when put in a wallet when going out for the day where else should we have put them In any case when we had the room serviced the cleaning staff would turn the AC unit off and close the vent when we had turned it on so it would be cool when we returned for the evening We were also not provided with a room service menu at first and when we asked for one we were told to just call and ask for what we wanted Then a menu turned up on the last night of our stay ,51.5208155,-0.0915319,neutral,0
Best Western Plus Hotel Blue Square,Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD Amsterdam Netherlands, Loved how clean the hotel was and the beds were very comfortable Staff also very helpful  No Negative,52.3786823,4.8207833,joy,0
DoubleTree by Hilton London Westminster,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom, Big room quiet  Nil,51.4932356,-0.1269082,neutral,0
Duret,30 Rue Duret 16th arr 75016 Paris France, The room was immaculate and the staff very friendly   Nothing at all to complain about ,48.8752553,2.286653,neutral,0
Hotel Vilamar ,Vilamari 34 36 Eixample 08015 Barcelona Spain, Nice and clean hotel Very close to metro station   we heard everything that has happened in the next room every word shower snoring it was quite uncomfortable and if you are a light sleeper it might be a problem ,41.3766732,2.1524478,neutral,1
London Marriott Hotel Marble Arch,134 George Street Westminster Borough London W1H 5DN United Kingdom, Stayed with friends staff very friendly and helpful Access to taxis great Location very good   Duvets very light on beds,51.5163841,-0.1635764,joy,0
Bermondsey Square Hotel A Bespoke Hotel,Tower Bridge Road Southwark London SE1 3UN United Kingdom, It was a 5 minute walk from the tube and restaurants The room was clean and cosy  I can t think of anything,51.4991134,-0.0790969,neutral,0
Hotel JL No76,Jan Luijkenstraat 76 Oud Zuid 1071 CT Amsterdam Netherlands, Great location so close to museums but on a quiet street very comfortable bed front desk staff friendly and helpful in making recommendations  No Negative,52.3595919,4.8801587,neutral,0
Hotel Front Maritim,Paseo Garc a I Faria 69 71 Sant Mart 08019 Barcelona Spain, Everything No Negative,41.4037972,2.213767,anger,1
The Stafford London,St James s Place Westminster Borough London SW1A 1NJ United Kingdom, As well as the excellent service beautiful room and quality food the Stafford unlike most hotels has a cosy welcoming bar  No Negative,51.5059087,-0.1403795,neutral,0
Ace Hotel London Shoreditch,100 Shoreditch High Street Hackney London E1 6JQ United Kingdom, Comfortable bed and nice staff  Although still sa tylish hotel it is starting to get a bit worn down and could need a refresh I ended up on 2nd floor and was kept awake by the loud bar music downstairs Gym is tiny too crowded in the mornings I didn t have breakfast but wanted to get a cappuccino in the caf It was the milkiest non foamy cappuccino I have had in my life ,51.5254162,-0.0772849,neutral,0
Sydney House Chelsea,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom, Great location lovely room 20 minute walk to Hyde Park Harrods  No Negative,51.4910062,-0.1717691,neutral,0
Mayflower Hotel Apartments,26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ United Kingdom, fair daycent so it was  parking tricky,51.4916677,-0.1947475,neutral,-1
Grange Strathmore Hotel,41 Queens Gate Gardens Kensington and Chelsea London SW7 5NB United Kingdom, Lovely building great location for our plans quiet location the fact that it was more like staying in a homely situation rather than a group hotel Nicely decorated room We loved its connection with history This was a second visit to the hotel and we would certainly stay again   The bathroom was extremely small Nowhere to put shower gel or shampoo in the shower We are smallish people and still found the bathroom cramped hardly room to turn round The continental breakfast we thought was rather expensive 18 each when all we would want is a croissant and a cup of coffee ,51.4958184,-0.1813958,neutral,0
Millennium Hotel London Mayfair,44 Grosvenor Square Westminster Borough London W1K 2HP United Kingdom, All  Nothing,51.510574,-0.1509951,neutral,0
The Student Hotel Amsterdam City,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands, Bad is very good No Negative,52.3546649,4.9131641,anger,0
citizenM Amsterdam,Prinses Irenestraat 30 Zuideramstel 1077 WX Amsterdam Netherlands, Value for money is okay  They couldn t find the booking Not on the guest name the name of the person who did the booking and also not on the booking number Very confusing for the guest We booked two rooms on different guest names All the invoices we received were on one guest name ,52.3419432,4.8759604,neutral,-1
Mercure London Bridge,71 79 Southwark Street Southwark London SE1 0JA United Kingdom, hotel room excellent but for 220 a night it should be very comfortable bed good facilities in room hair dryer etc Milk not provided for tea coffee so had to pop to reception sunday morning but minor point note its 20 to park overnight for 24 hours it is london though   breakfast room was very warm cooked breakfast was excelllant sausages maybe not for everyone too packed with herbs A plainer sausage maybe better and smoked bacon ,51.5052587,-0.099176,neutral,0
Royal Garden Hotel,2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom,No Positive  the mattress was too soft the air condition was noisy in our room,51.5027022,-0.1882164,neutral,0
Melia Vienna,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria, great style comfort bed etc location is perfect close to UNO People are quite OK depending on persons some guys extremely nice some other just do the job skyline at sunrise was great   no bath no jacuzzi breakfast is too expensive although it is perfect The hotel rooms are localized in the bottom part of the tower don t expect to have a view on Vienna from the last floor ,48.231911,16.4129493,neutral,0
NH Amsterdam Schiller,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands, super friendly efficient staff check in took 3 mins check out took 3 mins champagne and chocolates with heart balloons in room for arrival as it was a special occasion Fantastic Hotel would highly recommend to all visiting Amsterdam No Negative,52.3657092,4.8966912,neutral,0
Capri by Fraser Barcelona,Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain, The hotel was nice and spacious The staff was friendly and helpful The location isn t great but it worked for us It isn t too far to get on the hop on hop off bus which worked well  No Negative,41.3976233,2.188975,neutral,1
Grange Fitzrovia Hotel,20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom, Location was excellent  Reception staff very inflexible with changing the booking and the bathroom wasn t clean ,51.521759,-0.1425381,neutral,0
Intercontinental London The O2,1 Waterview Drive Greenwich London SE10 0TW United Kingdom, The facilities and room were extremely good clean and no expense spared on any of the fixtures and fittings The sky bar was very impressive on the 18th floor with the views of the river Thames and city skyline   The prices were very high in the bar for drinks as well as the breakfast which was 50 for 2 or 25 each This priced us out the breakfast which was not ideal as we did not want to pay that figure The mini bar in the room and its contents were expensive so we did not partake in these particularly for a can of coke or 4 finger kitkat so that was a bit frustrating A small 350ml bottle of wine Chardonnay was 25 from the minibar which equates to about 2 medium glasses so 12 50 a glass Overall good price for the room of 132 but some of the extras were expensive ,51.5024348,-0.0002497,neutral,0
Hollmann Beletage Design Boutique,K llnerhofgasse 6 01 Innere Stadt 1010 Vienna Austria, Breakfast was absolutely amazing  No Negative,48.2105156,16.3760717,anger,0
The Langham London,Portland Place Westminster Borough London W1B 1JA United Kingdom, Nice sorroundings  When u are paying decent price fur room the price of bfast on top too expensive After checking out and asking for a coffee to go getting charged the equivalent E10 over the top Antunes decent hotels have thus free in lobby,51.517876,-0.1440647,neutral,0
Park Plaza Westminster Bridge London,Westminster Bridge Road Lambeth London SE1 7UT United Kingdom, The bed was really comfy and large and it was a decent size room with good facilities  No Negative,51.5009609,-0.1165913,neutral,0
Le Cinq Codet,5 rue Louis Codet 7th arr 75007 Paris France, New clean hotel and great staff Close to every attraction in Paris Provides free bicycles for us Beautiful hotel  The massage was the worst I had in my life,48.8547869,2.3084819,neutral,0
Sofitel London St James,6 Waterloo Place Westminster Borough London SW1Y 4AN United Kingdom, The ambience and the locality which was so central to sights theatres and transport   Everything met expectation and we totally enjoyed our stay The hotel was well located and very comfortable ,51.5076044,-0.132266,neutral,0
Waldorf Madeleine,12 boulevard Malesherbes 8th arr 75008 Paris France, It s a nice clean Hotel and very convenient located in the central district Even so we never went for breakfast in the hotel as we were invited outside it smelled and looked delicious   I was chocked to see that the receptionist noted down my full credit card number and expiry date on my check in form This is not only an noncompliance to most CC companies security measures but also very risky as people with access to this information can do fraudulent transactions on my credit card To omit this risk most other hotels use the possibility to block an amount on your card which is much saver for the hotel and the hotel guest ,48.8715828,2.3224853,neutral,0
Park Grand Paddington Court,27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom, The little room we had was excellent for a short stay  No Negative,51.5135555,-0.180002,neutral,0
Hilton London Canary Wharf,South Quay Marsh Wall Tower Hamlets London E14 9SH United Kingdom,No Positive  WIFI is only free in the lobby It is not easily comprehensible how in today s time there are still hotels around that charge for WIFI in the rooms At least provide some limited data transfer rate WIFI for free in the rooms This is what is standard service in the other hotels I visit ,51.5007324,-0.01655,neutral,0
Radisson Blu Portman Hotel London,22 Portman Square Westminster Borough London W1H 7BG United Kingdom, The location Close to Madam Tussaud s and Hyde Park 10 minutes walk to Oxford Street   Maybe it was me being a non Caucasian I think the staff there still needs a lot more training with regard to treating their customers not based on their looks It s an expensive hotel by any standards but the treatment I got certainly didn t feel like it I won t be back there next time ,51.5161911,-0.1579487,neutral,0
The Square Milano Duomo,Via Albricci 2 4 Milan City Center 20122 Milan Italy, Excellent modern hotel with comfy rooms It s very near the duomo but in a calmer neighborhood The rooms are large The staff was young eager and friendly but maybe a bit inexperienced   Better staff communication But a great city hotel ,45.4608604,9.1890215,neutral,0
Sanderson A Morgans Hotel,50 Berners Street Westminster Borough London W1T 3NG United Kingdom, The location was ideal  My sisters car was broken into in the NCP car park underneath the hotel which the valet took our car to The pillows were very uncomfortable,51.5174853,-0.1372109,neutral,0
Hotel Eug ne en Ville,6 rue Buffault 9th arr 75009 Paris France, Location You ll be a minute walk from a metro and surrounded by Cafes food joints mini markets and pharmacies Safe area at night   Room size is very small Strange bathroom design where they separated the toilet seat from the sink and shower by a wall so you have to step out of the toilet seat room walk across your room and enter the other part of the bathroom Just doesn t make sense Also the receptionist working during my departure was not friendly and seemed bothered when I inquired as to why I wasn t getting my full pre autherization back so I asked for an invoice and figured it out myself Totally unacceptable behavior ,48.8750119,2.3416769,neutral,0
Henry VIII,23 Leinster Gardens Westminster Borough London W2 3AN United Kingdom, Fantastic location  Very small room,51.5124655,-0.182274,neutral,0
Hotel Mozart,Piazza Gerusalemme 6 Sempione 20154 Milan Italy,No Positive  WiFi didn t always work especially in the evening,45.4834133,9.1666361,neutral,-1
Hotel La Spezia Gruppo MiniHotel,Via La Spezia 25 Famagosta 20142 Milan Italy, Staff were very helpful front desk staff that I talked to spoke English french and Italian   About a 15 minute walk to Metro although we likely could have taken a bus No swimming pool but this seems to be common in Italy ,45.4408963,9.1728003,neutral,0
Hotel Mercure Wien Westbahnhof,Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria, Very good location next to the railway station and subway  No Negative,48.1983543,16.3375246,neutral,0
Apex Temple Court Hotel,1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom, Comfortable small hotel with a lived in atmosphere Staff very helpful and all facilities you need especially for a place of this size Ideally located for Southwold Would stay again  No Negative,51.5137335,-0.1087512,neutral,0
Hotel Berna,Via Napo Torriani 18 Central Station 20124 Milan Italy, Friendly staff internet and location I ll definitely come back for this hotel  Nothing,45.4826692,9.2034371,neutral,0
Grand Royale London Hyde Park,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom, Location cleanliness staff and value for money   Pillows hard and lumpy and hotel bar dull ,51.5109945,-0.1863417,neutral,0
Gallery Hotel,Rossell 249 Eixample 08008 Barcelona Spain, Everything was amazing in this hotel staff is very helpful housekeeping is great If i came back to barcelona this hotel would be my first choice Special thanks to Laura from the reception staff   Wifi connections in the room,41.3949242,2.1593099,neutral,1
Hilton London Green Park,Half Moon Street Westminster Borough London W1J 7BN United Kingdom, Great breakfast  Room was very shoddy,51.5064534,-0.1456146,neutral,0
Crowne Plaza London Battersea,Bridges Court Road Battersea London SW11 3BE United Kingdom, Staff very helpful and the room very comfortable and clean   We could not get any signal on our mobile phones ,51.4689559,-0.1787256,neutral,0
Silken Concordia,Paral lel 115 Sants Montju c 08004 Barcelona Spain,No Positive  The hotel was located right next to a road so it was loud at night ,41.3747873,2.1611846,neutral,1
Eurostars Monumental,Consell de Cent 498 500 Eixample 08013 Barcelona Spain, Staff were friendly and helpful   Bedroom was extremely warm Air conditioning does not work in hotel ,41.4006653,2.1787089,neutral,1
Charlotte Street Hotel,15 17 Charlotte Street Hotel Westminster Borough London W1T 1RJ United Kingdom, Decor location and great staff  Nothing,51.5184158,-0.1348509,neutral,0
Hotel Am Konzerthaus Vienna MGallery by Sofitel,Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria, The breakfast was very good The location was pretty good The bed and pillows were comfy The staff was very friendly   The air was not very fresh in the room and hallway and the room was a bit old ,48.1996129,16.3773546,neutral,0
London Marriott Hotel Regents Park,128 King Henry s Road Camden London NW3 3ST United Kingdom, Fairly easy to drive to Close to London Zoo and Primrose Hill Easy Jubilee Line tube line transport direct into central London in 15 mins  No Negative,51.5421476,-0.1703073,neutral,-1
Park Plaza London Riverbank,18 Albert Embankment Lambeth London SE1 7TJ United Kingdom, Lovely room Friendly staff Nice breakfast   Food drinks a little pricey room service v slow,51.4913737,-0.1214194,neutral,0
The Student Hotel Amsterdam City,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands, The decor was beautiful The location was good due to the fast metro service   The cleanliness of rooms The fact that on booking com it lets you choose the option of paying by cash but then when you go to hotel they tell you they are a no cash hotel ,52.3546649,4.9131641,neutral,0
M by Montcalm Shoreditch London Tech City,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom, The staff Free fast wifi View Privacy  Asked for water and they brought it with breakfast instead of that evening,51.5278465,-0.0889473,neutral,-1
Mercure Paris Centre Tour Eiffel,20 Rue Jean Rey 15th arr 75015 Paris France, Was very good clean modern rooms great location and links to the metro and only 25 minutes from the Parc des princes stadium   How prices are so expensive in Paris,48.8548641,2.2923181,neutral,0
Club Quarters Hotel Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom, The friendly staff the great rooms my free upgrade I do keep coming back   only problem I have ever had is when the water station runs out of bottles and the remote for the tv ,51.506935,-0.126012,neutral,0
Hilton London Euston,17 18 Upper Woburn Place Camden London WC1H 0HT United Kingdom, in our room early  Stairs hallway need upgrade,51.5265189,-0.1303689,neutral,-1
St James Court A Taj Hotel London,41 54 Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom, The decor downstairs is great and the location us good   Small rooms and corridors smelt of curry No executive floor even though executive rooms booked ,51.4986732,-0.1376867,neutral,0
Hotel Michelangelo,Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy, Very clean hotel   Bruno the receptionist not polite ,45.4845143,9.2057532,neutral,-1
Mercure Paris Montmartre Sacr Coeur,3 Rue Caulaincourt 18th arr 75018 Paris France, Very comfortable hotel for a family of 3 Good breakfast nice bar to spend the evening Very good location Moulin Rouge is just around the corner Very helpful staff helped us quickly with getting all necessary info and tickets There s a parking just next to the hotel so it s easy to get all the luggage to the hotel Metro station is also there Overall we really liked the hotel  No Negative,48.8852794,2.3301021,neutral,0
Novotel Paris Les Halles,8 Place Marguerite de Navarre 1st arr 75001 Paris France,No Positive  sofabed was a bit uncomfortable,48.8607299,2.3465326,anger,0
citizenM London Bankside,20 Lavington Street Southwark London SE1 0NZ United Kingdom, The bar and decor are really cool The place has a lovely vibe and felt relaxed and a cool place to hangout Love the concept Very easy to check in and the bed was massive a very comfortable Great iron in the ironing room on every floor too   The rooms are a little small but very practical and worth it particularly if you want somewhere to simply sleep as opposed to spending a lot of time in your room Recommend the courtyard view rooms as not a lot to see on the city view from most rooms unless you are lucky to face the shard ,51.5051507,-0.1004724,neutral,0
The Marble Arch London,31 Great Cumberland Place Westminster Borough London W1H 7TA United Kingdom, Excellent location Good Staff Clean rooms  Very small room for a hotel rated 5 stars It is a challenge trying to fit your luggages into the room The bed mattress was not that good ,51.5151247,-0.1600656,neutral,0
